,from,to,distance
428,Schrobenhausen,Regensburg,79.44082783913159
429,Schrobenhausen,Landshut,65.29223737383671
430,Schrobenhausen,Straubing,102.1029176141855
431,Schrobenhausen,Passau,161.55031894668602
432,Schrobenhausen,Deggendorf,128.13600443557868
433,Schrobenhausen,Burghausen,124.15464732772081
434,Schrobenhausen,"Weißenburg, Bayern",56.43330173750797
435,Schrobenhausen,Freising,39.52843736594771
436,Schrobenhausen,Moosburg a.d. Isar,50.306493219355815
437,Schrobenhausen,Vilsbiburg,81.30252053262078
438,Schrobenhausen,Landau a.d. Isar,105.50323310112162
439,Schrobenhausen,Mainburg,38.99736160309917
440,Schrobenhausen,Abensberg,52.910067922998735
441,Schrobenhausen,Schierling,71.01261023538386
442,Schrobenhausen,Schrobenhausen,0.0
443,Schrobenhausen,Erding,55.209930097127206
444,Schrobenhausen,Pfarrkirchen,124.12081415271561
445,Schrobenhausen,Osterhofen,129.89137637519576
446,Schrobenhausen,Eichstätt,37.39830563911603
447,Schrobenhausen,Neuburg a.d. Donau,20.54764095817017
448,Schrobenhausen,Kösching,32.6749116558822
449,Schrobenhausen,Pfaffenhofen a.d. Ilm,18.23477647519579
450,Erding,München,30.9918615928161
451,Erding,Augsburg,74.9561886551215
452,Erding,Ingolstadt,61.96886391931657
453,Erding,Regensburg,80.50814029444359
454,Erding,Landshut,31.256681364222572
455,Erding,Straubing,80.41238225306708
456,Erding,Passau,118.40231186155835
457,Erding,Deggendorf,97.21711128392656
458,Erding,Burghausen,70.4705184994055
459,Erding,"Weißenburg, Bayern",105.85424416526004
460,Erding,Freising,16.01449260407106
461,Erding,Moosburg a.d. Isar,17.919964733880466
462,Erding,Vilsbiburg,36.6735666419152
463,Erding,Landau a.d. Isar,70.48766238801201
464,Erding,Mainburg,38.291273605814716
465,Erding,Abensberg,58.69522961297015
466,Erding,Schierling,61.429557654524636
467,Erding,Schrobenhausen,55.209930097127206
468,Erding,Erding,0.0
469,Erding,Pfarrkirchen,77.42664153191859
470,Erding,Osterhofen,93.01395770836642
471,Erding,Eichstätt,84.20965189518034
472,Erding,Neuburg a.d. Donau,71.9011187589721
473,Erding,Kösching,63.60130006138132
474,Erding,Pfaffenhofen a.d. Ilm,38.521287923910286
475,Pfarrkirchen,München,106.06525169343054
476,Pfarrkirchen,Augsburg,150.8099632136439
477,Pfarrkirchen,Ingolstadt,117.23073591764572
478,Pfarrkirchen,Regensburg,89.85624854216019
479,Pfarrkirchen,Landshut,59.14751211799419
480,Pfarrkirchen,Straubing,56.89828819074645
481,Pfarrkirchen,Passau,41.63055086114829
482,Pfarrkirchen,Deggendorf,44.65799980084077
483,Pfarrkirchen,Burghausen,31.36496433021253
484,Pfarrkirchen,"Weißenburg, Bayern",158.85347191176288
