,from,to,distance
569,Neuburg a.d. Donau,Pfarrkirchen,133.7657640139334
570,Neuburg a.d. Donau,Osterhofen,135.08169103019745
571,Neuburg a.d. Donau,Eichstätt,17.365657440789857
572,Neuburg a.d. Donau,Neuburg a.d. Donau,0.0
573,Neuburg a.d. Donau,Kösching,24.9010020974948
574,Neuburg a.d. Donau,Pfaffenhofen a.d. Ilm,33.4196303288821
575,Kösching,München,75.12901689546094
576,Kösching,Augsburg,66.16298912974618
577,Kösching,Ingolstadt,7.67139504655617
578,Kösching,Regensburg,49.415323033965315
579,Kösching,Landshut,56.74427794360504
580,Kösching,Straubing,78.64568808277873
581,Kösching,Passau,146.276690765709
582,Kösching,Deggendorf,107.03689397073474
583,Kösching,Burghausen,122.07381394774579
584,Kösching,"Weißenburg, Bayern",45.69010683584409
585,Kösching,Freising,48.99164049731937
586,Kösching,Moosburg a.d. Isar,49.768754325370736
587,Kösching,Vilsbiburg,74.67395731016009
588,Kösching,Landau a.d. Isar,88.71863527853041
589,Kösching,Mainburg,28.029882482193624
590,Kösching,Abensberg,26.231460666103285
591,Kösching,Schierling,46.76774222874236
592,Kösching,Schrobenhausen,32.6749116558822
593,Kösching,Erding,63.60130006138132
594,Kösching,Pfarrkirchen,113.79932396229081
595,Kösching,Osterhofen,112.06330637120735
596,Kösching,Eichstätt,24.903675562641556
597,Kösching,Neuburg a.d. Donau,24.9010020974948
598,Kösching,Kösching,0.0
599,Kösching,Pfaffenhofen a.d. Ilm,31.27960168996485
600,Pfaffenhofen a.d. Ilm,München,43.93052032675148
601,Pfaffenhofen a.d. Ilm,Augsburg,48.44300791984974
602,Pfaffenhofen a.d. Ilm,Ingolstadt,26.66104468182539
603,Pfaffenhofen a.d. Ilm,Regensburg,69.49673192626273
604,Pfaffenhofen a.d. Ilm,Landshut,47.362640110371984
605,Pfaffenhofen a.d. Ilm,Straubing,87.17007135502301
606,Pfaffenhofen a.d. Ilm,Passau,143.7940286786034
607,Pfaffenhofen a.d. Ilm,Deggendorf,111.92685859199567
608,Pfaffenhofen a.d. Ilm,Burghausen,106.21250213689076
609,Pfaffenhofen a.d. Ilm,"Weißenburg, Bayern",68.17653038859628
610,Pfaffenhofen a.d. Ilm,Freising,22.509074050750467
611,Pfaffenhofen a.d. Ilm,Moosburg a.d. Isar,32.07437942784154
612,Pfaffenhofen a.d. Ilm,Vilsbiburg,63.09142120870583
613,Pfaffenhofen a.d. Ilm,Landau a.d. Isar,88.35863420175255
614,Pfaffenhofen a.d. Ilm,Mainburg,23.601825708955907
615,Pfaffenhofen a.d. Ilm,Abensberg,42.35942836649533
616,Pfaffenhofen a.d. Ilm,Schierling,57.50347532630495
617,Pfaffenhofen a.d. Ilm,Schrobenhausen,18.23477647519579
618,Pfaffenhofen a.d. Ilm,Erding,38.521287923910286
619,Pfaffenhofen a.d. Ilm,Pfarrkirchen,105.96791815161708
620,Pfaffenhofen a.d. Ilm,Osterhofen,112.76081323456175
621,Pfaffenhofen a.d. Ilm,Eichstätt,46.93020760627251
622,Pfaffenhofen a.d. Ilm,Neuburg a.d. Donau,33.4196303288821
623,Pfaffenhofen a.d. Ilm,Kösching,31.27960168996485
624,Pfaffenhofen a.d. Ilm,Pfaffenhofen a.d. Ilm,0.0
